EventIndex,Time,SkeletonId,HandLeftConfidence,HandLeftState,HandRightConfidence,HandRightState,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ
384,128062123,72057594037971952,TRACKED,CLOSED,NOT_TRACKED,UNKNOWN,SpineBase,TRACKED,1.07109,0.2788696,4.251257,-0.1742034,0.04905628,0.9820879,-0.05244153,SpineMid,TRACKED,1.092936,0.5557554,4.217658,-0.1651256,0.04856985,0.9836548,-0.05289237,Neck,TRACKED,1.111625,0.8272904,4.173539,-0.1574279,0.04480379,0.9824129,-0.08985502,Head,TRACKED,1.088555,0.9679937,4.132108,0,0,0,0,ShoulderLeft,TRACKED,0.929953,0.7240101,4.247262,0.1423061,0.7670256,-0.6205145,-0.07988953,ElbowLeft,TRACKED,0.8570964,0.5254759,4.258913,0.1076001,-0.6771047,0.1405032,0.7142901,WristLeft,TRACKED,0.7912515,0.3654384,4.115294,-0.3133255,0.9117007,-0.2144981,0.1569059,HandLeft,TRACKED,0.7764869,0.2947169,4.019289,-0.4217615,0.8689772,-0.1667777,0.1979419,ShoulderRight,TRACKED,1.259443,0.7166477,4.136899,-0.06169944,0.7764797,0.6039075,-0.1690211,ElbowRight,TRACKED,1.352868,0.5283566,4.211111,0.07375509,0.8832959,0.2687258,0.3770078,WristRight,TRACKED,1.246938,0.3295932,4.084662,-0.2915033,0.9287137,-0.1739777,-0.1491588,HandRight,TRACKED,1.204193,0.3135796,4.036433,-0.5352924,0.7708517,-0.3047743,-0.1623648,HipLeft,TRACKED,0.9880537,0.2783749,4.24598,0.02176585,0.7060518,-0.7046654,0.06681105,KneeLeft,TRACKED,1.02084,-0.06019625,4.359528,0.07981198,0.6926374,0.1468493,0.7016542,AnkleLeft,TRACKED,1.056489,-0.4396307,4.071893,0.1245856,-0.4728886,-0.2951908,0.8208027,FootLeft,TRACKED,1.023144,-0.4868545,3.96132,0,0,0,0,HipRight,TRACKED,1.137512,0.2750369,4.190564,-0.2392338,0.6685185,0.6492206,-0.2726954,KneeRight,TRACKED,1.101389,-0.09739549,4.077904,-0.09023367,0.7981137,-0.1237904,0.5827077,AnkleRight,TRACKED,1.074323,-0.4451055,4.051109,-0.00705761,0.7945691,-0.05406412,0.6047208,FootRight,TRACKED,1.040807,-0.4922739,3.940587,0,0,0,0,SpineShoulder,TRACKED,1.107535,0.7602125,4.186591,-0.1566195,0.04670996,0.9841592,-0.0686969,HandTipLeft,TRACKED,0.7828654,0.2578492,3.98314,0,0,0,0,ThumbLeft,TRACKED,0.7934912,0.2856563,3.960143,0,0,0,0,HandTipRight,TRACKED,1.197482,0.3326875,3.945889,0,0,0,0,ThumbRight,TRACKED,1.21867,0.390477,3.98325,0,0,0,0
385,128392246,72057594037971952,TRACKED,CLOSED,INFERRED,UNKNOWN,SpineBase,TRACKED,1.054507,0.2695241,4.19795,-0.174554,0.04381448,0.9822744,-0.05242375,SpineMid,TRACKED,1.073938,0.5535584,4.164037,-0.1650915,0.04330787,0.983909,-0.05284304,Neck,TRACKED,1.090214,0.8320057,4.119467,-0.1568745,0.03956458,0.9827695,-0.08938152,Head,TRACKED,1.070717,0.9713537,4.07463,0,0,0,0,ShoulderLeft,TRACKED,0.921809,0.74051,4.193095,0.1561455,0.7463505,-0.6414585,-0.08432356,ElbowLeft,TRACKED,0.8441588,0.5282397,4.231864,-0.06031069,0.6967755,-0.1831754,-0.6908786,WristLeft,TRACKED,0.7895994,0.3615492,4.103861,-0.2859084,0.9261521,-0.1855109,0.1615065,HandLeft,TRACKED,0.77513,0.2802169,4.011224,-0.3875162,0.8893554,-0.1489897,0.1915207,ShoulderRight,TRACKED,1.242,0.7321578,4.086646,-0.05250205,0.7546312,0.6348377,-0.1573417,ElbowRight,TRACKED,1.332513,0.5240495,4.133348,0.006550239,0.8783692,0.2255162,0.4213871,WristRight,TRACKED,1.226264,0.3991004,3.976277,-0.3784811,0.8792118,-0.2857435,0.0457079,HandRight,TRACKED,1.180075,0.3465035,3.957493,-0.1443566,0.9288095,-0.3410289,-0.01317213,HipLeft,TRACKED,0.9713058,0.2693312,4.192276,-0.01942781,-0.7046909,0.7060217,-0.0675785,KneeLeft,TRACKED,0.989171,-0.06148401,4.246775,0.02436047,0.5665929,0.08219118,0.8195266,AnkleLeft,TRACKED,1.056256,-0.4501574,4.063583,0.0437404,-0.5019177,-0.226318,0.8336339,FootLeft,TRACKED,1.024788,-0.4936325,3.958297,0,0,0,0,HipRight,TRACKED,1.120939,0.2654293,4.136844,-0.2381477,0.6681828,0.6485573,-0.276027,KneeRight,TRACKED,1.092796,-0.09970856,4.052277,-0.06986092,0.8053598,-0.0968531,0.5806327,AnkleRight,TRACKED,1.07268,-0.4393919,4.050854,0.01625289,0.7952169,-0.02479297,0.6055998,FootRight,TRACKED,1.041062,-0.4829451,3.945599,0,0,0,0,SpineShoulder,TRACKED,1.086728,0.763233,4.132655,-0.1561751,0.04144474,0.9844816,-0.06846637,HandTipLeft,TRACKED,0.7759492,0.238435,3.974051,0,0,0,0,ThumbLeft,TRACKED,0.78939,0.285953,3.961134,0,0,0,0,HandTipRight,TRACKED,1.181959,0.3359311,3.897468,0,0,0,0,ThumbRight,TRACKED,1.191752,0.3866554,3.900091,0,0,0,0
386,128733908,72057594037971952,INFERRED,UNKNOWN,INFERRED,UNKNOWN,SpineBase,TRACKED,1.045419,0.2808121,4.141508,-0.1680984,0.03626806,0.9838772,-0.04912302,SpineMid,TRACKED,1.061057,0.5637803,4.110474,-0.1714357,0.03643452,0.9833012,-0.04899968,Neck,TRACKED,1.073593,0.8410636,4.068769,-0.1757866,0.03403113,0.9801376,-0.08527143,Head,TRACKED,1.048693,0.9858147,4.01027,0,0,0,0,ShoulderLeft,TRACKED,0.9089342,0.7435149,4.147457,0.1621066,0.7559602,-0.6259403,-0.1021981,ElbowLeft,TRACKED,0.8223768,0.517246,4.181277,-0.06472471,0.7418745,-0.1824813,-0.6419762,WristLeft,TRACKED,0.7810647,0.3474065,4.075344,-0.2897701,0.8605519,0.02339648,-0.418254,HandLeft,TRACKED,0.7657239,0.2551165,4.00041,-0.3299982,0.8531647,0.07829466,-0.3963344,ShoulderRight,TRACKED,1.226425,0.7337797,4.028129,-0.06698155,0.7651242,0.6168423,-0.1720581,ElbowRight,TRACKED,1.308105,0.5305255,4.063097,-0.005130083,0.8899094,0.2045338,0.4076773,WristRight,TRACKED,1.205754,0.4072364,3.919681,-0.4172082,0.8731796,-0.198185,-0.155619,HandRight,TRACKED,1.154491,0.3626687,3.893113,-0.2860088,0.8743787,-0.3356823,-0.2024308,HipLeft,TRACKED,0.9641621,0.2807984,4.133819,-0.006906914,-0.7033364,0.7070138,-0.07349642,KneeLeft,TRACKED,0.9745703,-0.09949252,4.172641,-0.04041191,-0.57504,0.03371033,0.8164309,AnkleLeft,TRACKED,1.04977,-0.4515075,4.065117,-0.04215082,0.7394427,0.1723721,-0.6494118,FootLeft,TRACKED,1.07025,-0.4975991,3.983269,0,0,0,0,HipRight,TRACKED,1.109796,0.27629,4.082302,-0.2365455,0.6698717,0.6467062,-0.2776494,KneeRight,TRACKED,1.085774,-0.09900274,4.027746,-0.03988173,0.8087721,-0.06782244,0.5828356,AnkleRight,TRACKED,1.070475,-0.4390333,4.049337,0.03877462,0.7854114,0.001940027,0.6177554,FootRight,TRACKED,1.05161,-0.5076658,3.988189,0,0,0,0,SpineShoulder,TRACKED,1.071035,0.7725968,4.081243,-0.1752793,0.03553044,0.9817818,-0.06418041,HandTipLeft,TRACKED,0.7651296,0.206203,3.972666,0,0,0,0,ThumbLeft,TRACKED,0.7528491,0.2951307,3.969,0,0,0,0,HandTipRight,TRACKED,1.131637,0.3654841,3.833575,0,0,0,0,ThumbRight,TRACKED,1.141854,0.3940458,3.83325,0,0,0,0
387,129062647,72057594037971952,INFERRED,UNKNOWN,INFERRED,OPEN,SpineBase,TRACKED,1.033358,0.2800429,4.107759,-0.1895349,0.03383663,0.9792597,-0.06310468,SpineMid,TRACKED,1.045515,0.5641736,4.068597,-0.1856863,0.03358846,0.9799967,-0.06323713,Neck,TRACKED,1.05499,0.8427051,4.020045,-0.1823967,0.03205176,0.978277,-0.09315693,Head,TRACKED,1.037991,0.9894011,3.967715,0,0,0,0,ShoulderLeft,TRACKED,0.8924735,0.7485173,4.111743,0.1956349,0.7468787,-0.625465,-0.1126625,ElbowLeft,TRACKED,0.8214768,0.5161017,4.170262,-0.01519101,0.7048377,-0.1867386,-0.6841795,WristLeft,TRACKED,0.7776341,0.3424014,4.074451,0.1970795,-0.3679148,-0.1834732,0.8900203,HandLeft,TRACKED,0.7586922,0.2474094,4.01159,0.1908936,-0.3745358,-0.2285563,0.8780914,ShoulderRight,TRACKED,1.212507,0.739059,3.985486,-0.04495792,0.7571636,0.6289056,-0.1707623,ElbowRight,TRACKED,1.285661,0.5286368,3.994801,-0.04653132,0.9050122,0.1611629,0.3909147,WristRight,TRACKED,1.195645,0.3995698,3.865135,0.35026,-0.3102655,-0.246616,0.8486659,HandRight,TRACKED,1.124768,0.3902021,3.81461,0.6349822,-0.2217373,-0.2080734,0.710166,HipLeft,TRACKED,0.9531343,0.2800135,4.103198,-0.02908825,-0.703846,0.7063785,-0.06916583,KneeLeft,TRACKED,0.9476394,-0.09575107,4.09854,0.009529809,-0.5625188,-0.001010271,0.8267289,AnkleLeft,TRACKED,1.037213,-0.4529671,4.075546,0.05672465,0.7477586,0.112871,-0.6518432,FootLeft,TRACKED,1.06711,-0.5245473,3.990988,0,0,0,0,HipRight,TRACKED,1.096675,0.2755046,4.045107,-0.2407325,0.6609468,0.6454504,-0.2976421,KneeRight,TRACKED,1.078144,-0.104377,4.020185,-0.01327225,0.8247193,-0.03855409,0.5640705,AnkleRight,TRACKED,1.069906,-0.4391797,4.048699,0.04103434,0.7881579,0.01641233,0.6138842,FootRight,TRACKED,1.052213,-0.5033869,3.989893,0,0,0,0,SpineShoulder,TRACKED,1.052975,0.7739465,4.033645,-0.1821668,0.0323627,0.9796495,-0.07781319,HandTipLeft,TRACKED,0.7598202,0.189392,3.971508,0,0,0,0,ThumbLeft,TRACKED,0.7353578,0.216311,3.9975,0,0,0,0,HandTipRight,TRACKED,1.104957,0.387842,3.788205,0,0,0,0,ThumbRight,TRACKED,1.084712,0.3886131,3.828111,0,0,0,0
388,129392838,72057594037971952,INFERRED,UNKNOWN,INFERRED,OPEN,SpineBase,TRACKED,1.02067,0.2785359,4.053532,-0.1844859,0.02737276,0.9807068,-0.0585646,SpineMid,TRACKED,1.030072,0.5691617,4.016907,-0.194728,0.02798349,0.9787246,-0.05827524,Neck,TRACKED,1.036431,0.8537931,3.96952,-0.2055665,0.02716696,0.9737434,-0.09395844,Head,TRACKED,1.015375,0.9993376,3.91616,0,0,0,0,ShoulderLeft,TRACKED,0.8756649,0.7562786,4.070676,0.2069213,0.7457835,-0.6189786,-0.1336268,ElbowLeft,TRACKED,0.8089271,0.5163285,4.130581,-0.005723441,0.7107753,-0.177792,-0.6805554,WristLeft,TRACKED,0.7612915,0.3103461,4.055405,0.1753031,-0.4536465,-0.1013868,0.8678677,HandLeft,TRACKED,0.7484978,0.218739,4.012813,0.1586353,-0.4628528,-0.158227,0.8576517,ShoulderRight,TRACKED,1.19032,0.7449389,3.928848,-0.06103063,0.7613031,0.6179757,-0.1865443,ElbowRight,TRACKED,1.26322,0.5370899,3.938332,-0.0476331,0.902004,0.1623165,0.3972068,WristRight,TRACKED,1.175652,0.4060757,3.806631,0.2921062,-0.1530472,-0.3093652,0.8919325,HandRight,TRACKED,1.101318,0.4117602,3.755794,0.609287,-0.01267589,-0.4003347,0.6843544,HipLeft,TRACKED,0.9412269,0.2788737,4.047538,-0.01844946,-0.7019853,0.708364,-0.07139137,KneeLeft,TRACKED,0.9098781,-0.09182709,4.026568,0.05066966,-0.5666779,0.0006994174,0.8223796,AnkleLeft,TRACKED,1.032733,-0.463381,4.077582,0.1534006,0.7414583,0.07568816,-0.6488292,FootLeft,TRACKED,1.065917,-0.528084,3.986711,0,0,0,0,HipRight,TRACKED,1.083145,0.2735654,3.992108,-0.2389807,0.6632355,0.6438692,-0.2973874,KneeRight,TRACKED,1.073535,-0.1147611,4.000493,0.01589501,0.8246001,-0.004097238,0.565478,AnkleRight,TRACKED,1.070254,-0.4389915,4.045827,0.05808378,0.7908881,0.03831615,0.6079919,FootRight,TRACKED,1.052043,-0.5034226,3.988031,0,0,0,0,SpineShoulder,TRACKED,1.035408,0.7835356,3.983426,-0.2053712,0.02800417,0.9755434,-0.07316841,HandTipLeft,TRACKED,0.7475049,0.1539572,3.987014,0,0,0,0,ThumbLeft,TRACKED,0.7218904,0.2063929,4.004583,0,0,0,0,HandTipRight,TRACKED,1.076984,0.4065522,3.733841,0,0,0,0,ThumbRight,TRACKED,1.071337,0.3873242,3.764143,0,0,0,0
389,129733330,72057594037971952,INFERRED,UNKNOWN,INFERRED,OPEN,SpineBase,TRACKED,1.010082,0.2884505,4.020575,-0.1958665,0.02565677,0.9777662,-0.07036571,SpineMid,TRACKED,1.016672,0.5766746,3.977535,-0.2071385,0.0264672,0.9754404,-0.0700649,Neck,TRACKED,1.01982,0.8584017,3.922814,-0.2188344,0.0258738,0.9693386,-0.1087417,Head,TRACKED,1.00072,1.003107,3.876844,0,0,0,0,ShoulderLeft,TRACKED,0.8605292,0.7660742,4.030111,0.2238352,0.7378373,-0.6229864,-0.1318411,ElbowLeft,TRACKED,0.8044753,0.5159402,4.109969,0.03188208,0.694868,-0.1821134,-0.6949652,WristLeft,TRACKED,0.7579042,0.2893856,4.054102,0.1470753,-0.5253688,-0.047957,0.8366938,HandLeft,TRACKED,0.7404701,0.2015706,4.027118,0.158328,-0.5261471,-0.07327632,0.8323053,ShoulderRight,TRACKED,1.170757,0.7514996,3.880111,-0.06297935,0.7546594,0.6192884,-0.2073758,ElbowRight,TRACKED,1.243714,0.5352006,3.875896,-0.06634226,0.922214,0.1479991,0.3510218,WristRight,TRACKED,1.145934,0.3999766,3.752391,0.3410237,-0.2564817,-0.2408867,0.8717188,HandRight,TRACKED,1.07023,0.4229063,3.702209,0.7290736,-0.1180881,-0.3013967,0.6030481,HipLeft,TRACKED,0.9314696,0.2891311,4.016017,-0.03242815,-0.7002704,0.7094151,-0.07280159,KneeLeft,TRACKED,0.896745,-0.1090069,3.956344,0.07527491,-0.5160087,-0.04106123,0.8522809,AnkleLeft,TRACKED,0.9898233,-0.3785053,4.138456,-0.2727871,-0.4984291,0.165206,0.8061405,FootLeft,TRACKED,0.9599609,-0.4453125,4.078125,0,0,0,0,HipRight,TRACKED,1.071694,0.2829005,3.957507,-0.2381411,0.6589982,0.6417764,-0.3116621,KneeRight,TRACKED,1.08094,-0.1137148,3.977741,0.01474161,0.8317347,0.02381938,0.5544662,AnkleRight,TRACKED,1.069898,-0.4391041,4.045238,0.09008384,0.7762991,0.05076785,0.6218257,FootRight,TRACKED,1.051874,-0.5077798,3.986803,0,0,0,0,SpineShoulder,TRACKED,1.019637,0.788928,3.938642,-0.2187694,0.02660531,0.9715478,-0.0867578,HandTipLeft,TRACKED,0.7381997,0.1343944,3.994883,0,0,0,0,ThumbLeft,TRACKED,0.712721,0.1860745,4.017222,0,0,0,0,HandTipRight,TRACKED,1.035843,0.4253442,3.68979,0,0,0,0,ThumbRight,TRACKED,1.03135,0.4123066,3.7214,0,0,0,0
390,130062023,72057594037971952,NOT_TRACKED,UNKNOWN,INFERRED,OPEN,SpineBase,TRACKED,0.9968292,0.2769948,3.972229,-0.2256885,0.02129759,0.9717802,-0.06522629,SpineMid,TRACKED,1.000367,0.5701986,3.93186,-0.2338425,0.02184467,0.9698503,-0.0650451,Neck,TRACKED,1.001808,0.8571804,3.882482,-0.2419659,0.02331327,0.9650731,-0.09768786,Head,TRACKED,0.9811954,1.004316,3.832174,0,0,0,0,ShoulderLeft,TRACKED,0.8476084,0.7671981,3.990497,0.226035,0.7287523,-0.6292636,-0.1478362,ElbowLeft,TRACKED,0.7981588,0.5151601,4.076971,0.04686902,0.6857293,-0.1811212,-0.7034016,WristLeft,TRACKED,0.7514965,0.2739964,4.053779,0.1053493,-0.5513688,0.01339923,0.8274747,HandLeft,TRACKED,0.7311816,0.1843572,4.034149,0.149704,-0.5516861,-0.02663346,0.8200743,ShoulderRight,TRACKED,1.150248,0.748205,3.827566,-0.09111865,0.7505792,0.614843,-0.2242683,ElbowRight,TRACKED,1.231098,0.5372511,3.819358,-0.07253364,0.9372382,0.1678155,0.2969197,WristRight,TRACKED,1.088934,0.4409761,3.698412,0.2928523,0.2262393,-0.4301516,0.8234214,HandRight,TRACKED,1.044535,0.4463572,3.660408,0.3888852,0.2046326,-0.6281816,0.6420916,HipLeft,TRACKED,0.9198967,0.2793678,3.972645,-0.05098779,-0.6946207,0.7161112,-0.04568365,KneeLeft,TRACKED,0.8688167,-0.1036011,3.88819,0.1108882,-0.5059957,-0.05937491,0.8533152,AnkleLeft,TRACKED,0.9531084,-0.4073849,4.048741,-0.2247021,-0.4819962,0.1420553,0.8348706,FootLeft,TRACKED,0.9234812,-0.47947,3.999748,0,0,0,0,HipRight,TRACKED,1.057212,0.2702799,3.905705,-0.2495007,0.6573756,0.6328369,-0.3242284,KneeRight,TRACKED,1.079787,-0.1188924,3.968763,0.05304829,0.8472941,0.06655989,0.5242599,AnkleRight,TRACKED,1.069497,-0.4381503,4.042084,0.09690426,0.7663545,0.05946404,0.6322772,FootRight,TRACKED,1.05358,-0.5107481,3.98547,0,0,0,0,SpineShoulder,TRACKED,1.001973,0.7864175,3.896914,-0.2420863,0.02300468,0.9669414,-0.07674145,HandTipLeft,TRACKED,0.7178209,0.1216661,4.011724,0,0,0,0,ThumbLeft,TRACKED,0.7004684,0.1627282,4.017909,0,0,0,0,HandTipRight,TRACKED,1.01741,0.4462731,3.633671,0,0,0,0,ThumbRight,TRACKED,1.033048,0.4142219,3.659272,0,0,0,0
391,130391900,72057594037971952,NOT_TRACKED,UNKNOWN,INFERRED,OPEN,SpineBase,TRACKED,0.9839868,0.2797717,3.938091,-0.1961281,0.01899182,0.9767811,-0.08409446,SpineMid,TRACKED,0.9851937,0.568689,3.887726,-0.2175559,0.02083611,0.9722329,-0.08365659,Neck,TRACKED,0.9845549,0.8508378,3.829265,-0.2391049,0.02362754,0.9641693,-0.1124634,Head,TRACKED,0.968351,1.001123,3.806847,0,0,0,0,ShoulderLeft,TRACKED,0.8298078,0.7546226,3.946086,0.2429941,0.741551,-0.6081113,-0.1457966,ElbowLeft,TRACKED,0.7898228,0.5044331,4.047416,-0.0699349,-0.6499131,0.1915159,0.7321501,WristLeft,TRACKED,0.7435362,0.2636517,4.051652,0.0854058,-0.356597,0.04206265,0.929395,HandLeft,TRACKED,0.7229275,0.1648422,4.043508,0.110083,-0.3596569,-0.0006733197,0.926568,ShoulderRight,TRACKED,1.128767,0.7488233,3.78289,-0.07290165,0.7417042,0.627258,-0.22607,ElbowRight,TRACKED,1.210577,0.5245176,3.766676,-0.08453435,0.9396297,0.1555668,0.2928292,WristRight,TRACKED,1.059563,0.4402456,3.643616,0.2746461,0.2969308,-0.4754472,0.7812499,HandRight,TRACKED,1.02052,0.4590359,3.611101,-0.3480724,-0.2425514,0.7431531,-0.517434,HipLeft,TRACKED,0.906098,0.2791694,3.932361,0.03484863,0.7044715,-0.7035123,0.08704018,KneeLeft,TRACKED,0.843823,-0.1031929,3.817953,0.1438867,-0.539202,-0.07750346,0.8261665,AnkleLeft,TRACKED,0.8849155,-0.423745,3.931645,-0.1403162,-0.5156093,0.1116927,0.8378443,FootLeft,TRACKED,0.836613,-0.5015935,3.841553,0,0,0,0,HipRight,TRACKED,1.044379,0.2754256,3.874195,-0.2353861,0.6473923,0.6480023,-0.3249148,KneeRight,TRACKED,1.071772,-0.1264307,3.950193,0.05924333,0.8304128,0.07935353,0.5482771,AnkleRight,TRACKED,1.068915,-0.4376661,4.02975,0.1064224,0.8263584,0.06533854,0.5491238,FootRight,TRACKED,1.022277,-0.484447,3.927944,0,0,0,0,SpineShoulder,TRACKED,0.9851426,0.7812226,3.84558,-0.239254,0.02337877,0.9660265,-0.09488767,HandTipLeft,TRACKED,0.7154172,0.1018743,4.03592,0,0,0,0,ThumbLeft,TRACKED,0.693922,0.1620298,4.051833,0,0,0,0,HandTipRight,TRACKED,0.9846758,0.4563637,3.596787,0,0,0,0,ThumbRight,TRACKED,1.012632,0.4214462,3.606091,0,0,0,0
392,130732568,72057594037971952,INFERRED,UNKNOWN,INFERRED,OPEN,SpineBase,TRACKED,0.9642785,0.2773056,3.886304,-0.259792,0.02825424,0.9627333,-0.06967378,SpineMid,TRACKED,0.9694695,0.5592801,3.843857,-0.2582821,0.02814496,0.9631395,-0.069718,Neck,TRACKED,0.9718817,0.8358622,3.791356,-0.2567181,0.0282978,0.9599235,-0.1088205,Head,TRACKED,0.9466683,0.9923332,3.755561,0,0,0,0,ShoulderLeft,TRACKED,0.8179798,0.7463161,3.909473,0.2410219,0.729217,-0.62003,-0.1603556,ElbowLeft,TRACKED,0.7777036,0.4984098,4.021001,0.0950053,0.6930473,-0.1997914,-0.686107,WristLeft,TRACKED,0.7424864,0.2622943,4.050398,0.04827528,-0.338618,0.08274862,0.9360342,HandLeft,TRACKED,0.7215018,0.1563985,4.05661,0.08168561,-0.3416944,0.0606173,0.9342901,ShoulderRight,TRACKED,1.110042,0.7355759,3.737735,-0.09870646,0.7393493,0.623193,-0.2350534,ElbowRight,TRACKED,1.198887,0.5191564,3.711919,-0.09939627,0.9526153,0.1742694,0.2286362,WristRight,TRACKED,1.051425,0.4042811,3.609103,0.4557465,-0.2484785,-0.1518535,0.8411267,HandRight,TRACKED,0.986869,0.4508208,3.554963,0.7867481,-0.1398772,-0.3504066,0.4885457,HipLeft,TRACKED,0.8896267,0.2772957,3.893263,0.08465847,0.706894,-0.7019739,0.01914295,KneeLeft,TRACKED,0.8192492,-0.1393415,3.76321,0.1473536,-0.5199395,-0.08417609,0.8371764,AnkleLeft,TRACKED,0.8363522,-0.4590579,3.824169,-0.07523724,-0.5674804,0.06216059,0.8175827,FootLeft,TRACKED,0.8046779,-0.5486253,3.74309,0,0,0,0,HipRight,TRACKED,1.023544,0.2726361,3.814885,-0.2678092,0.6431037,0.6349431,-0.3339806,KneeRight,TRACKED,1.063644,-0.1383021,3.927198,0.09199239,0.8613451,0.1065336,0.4881319,AnkleRight,TRACKED,1.066431,-0.4402587,4.025581,0.11977,0.7716883,0.101346,0.6163451,FootRight,TRACKED,1.047401,-0.5080947,3.957041,0,0,0,0,SpineShoulder,TRACKED,0.9719897,0.7677222,3.806977,-0.2568314,0.02831821,0.9624738,-0.08294576,HandTipLeft,TRACKED,0.7177438,0.09120966,4.049043,0,0,0,0,ThumbLeft,TRACKED,0.6972031,0.1513084,4.060222,0,0,0,0,HandTipRight,TRACKED,0.959922,0.4635686,3.547887,0,0,0,0,ThumbRight,TRACKED,0.9484895,0.4474712,3.569571,0,0,0,0
393,131061829,72057594037971952,INFERRED,UNKNOWN,INFERRED,OPEN,SpineBase,TRACKED,0.9552784,0.2492898,3.850057,-0.2320931,0.01583575,0.9694734,-0.07748155,SpineMid,TRACKED,0.9537282,0.5402517,3.803625,-0.2441598,0.01680035,0.9665049,-0.07727813,Neck,TRACKED,0.9487223,0.8248682,3.745347,-0.2560385,0.01805734,0.9598526,-0.1131421,Head,TRACKED,0.9262098,0.9829677,3.719875,0,0,0,0,ShoulderLeft,TRACKED,0.7982895,0.7206368,3.869775,0.2525883,0.7504129,-0.5889426,-0.1619457,ElbowLeft,TRACKED,0.7635565,0.4700004,3.982963,0.1119684,0.7231631,-0.1880619,-0.6550809,WristLeft,TRACKED,0.7385871,0.2568281,4.040453,0.006060392,-0.3553419,0.142368,0.9238111,HandLeft,TRACKED,0.7204791,0.1566418,4.048293,0.06887518,-0.3631302,0.06841579,0.9266671,ShoulderRight,TRACKED,1.091447,0.7164166,3.694889,-0.08008642,0.748453,0.6123579,-0.2417068,ElbowRight,TRACKED,1.172456,0.4982937,3.663185,-0.1135621,0.945656,0.1505872,0.2648808,WristRight,TRACKED,0.9940872,0.4577263,3.549013,0.5778081,-0.1033058,-0.2684597,0.763803,HandRight,TRACKED,0.9653406,0.4561343,3.512165,0.564442,-0.2024191,-0.4054424,0.6899624,HipLeft,TRACKED,0.8814381,0.2488719,3.849159,0.05143281,0.7065349,-0.703225,0.06031298,KneeLeft,TRACKED,0.8026071,-0.1549368,3.708598,0.1659697,-0.524587,-0.0898377,0.8301756,AnkleLeft,TRACKED,0.7863328,-0.4759383,3.71291,0.0170968,-0.5650786,0.01984865,0.8246211,FootLeft,TRACKED,0.7514818,-0.5660686,3.635913,0,0,0,0,HipRight,TRACKED,1.01235,0.2450971,3.782446,-0.2568312,0.6390361,0.6406023,-0.3395575,KneeRight,TRACKED,1.05513,-0.1440749,3.897415,0.09434755,0.8450013,0.119279,0.5126829,AnkleRight,TRACKED,1.060903,-0.4433599,4.020739,0.140549,0.740187,0.1342714,0.6436927,FootRight,TRACKED,1.049769,-0.5124332,3.955503,0,0,0,0,SpineShoulder,TRACKED,0.9504035,0.7545252,3.761706,-0.2563783,0.01745066,0.9617231,-0.09515444,HandTipLeft,TRACKED,0.7221019,0.09057653,4.056008,0,0,0,0,ThumbLeft,TRACKED,0.6954105,0.1279681,4.0539,0,0,0,0,HandTipRight,TRACKED,0.9369556,0.459055,3.486946,0,0,0,0,ThumbRight,TRACKED,0.9274532,0.4363596,3.524125,0,0,0,0
